,product_type,description
175,lipstic,treat lip kiss smooth creamy color irresistible butter lipstick new luscious shade formula delicate satin texture fused highly saturated color delivers full yet lightweight coverage luxurious satin finish
176,lipstic,extra creamy round lipstick classic lipstick occasion mineral based emollient formula offer beautiful velvet texture saturated color resists wear smudging go lipstick pure nude pink lyric chic red round lipstick available jaw dropping variety shade
177,lipstic,load lip plush pigment rich color choosing brand new shade matte lipstick shockingly smooth lip color glide right stay place silky matte finish never feel dry available range fresh new hue playful pop color spring wardrobe need
178,lipstic,pucker lip treat new pro lip cream palette feature six expertly coordinated color combination intensely pigmented lip cream wear shade alone blend em together totally customized look
179,lipstic,color addict ultimate fix makeup artist dream new waterproof full throttle lipstick cover lip super saturated matte color feature unique bullet beveled edge lining filling perfecting pout heart desire
180,lipstic,play pout silky stroke plush gel lipstick available totally vibrant shade lippie brings together oh soft feel high shine gloss drench lip wash color instantly polished look anytime crave quick touch want bolder finish yes please second swipe twice nice
181,lipstic,dress lip decadent color velvet matte lipstick luxurious new lip color glide right never feel dry housed elegant soft touch case standout shade fashion statement
182,lipstic,speak volume bold swipe turnt lipstick go soft get loud like using wide range statement making shade chic nude deep vampy hue lightweight creamy lippies glide effortlessly leaving lip kiss shine high impact color count unforgettable look
183,lipstic,polka dot pointy pump nothing compare classic personal fave ever creamy lip color course take back signature lip started pin pout lipstick inspired best vintage beauty retro rouge cover lip extra plush richly pigmented absolutely undeniable color throwback lipstick also offer beautiful coverage array swoon worthy shade
185,lipstic,pucker powder pout featuring pillowy cushion applicator new powder puff lippie powder lip cream go mousse set powdery soft finish achieve flush color eight vibrant shade warm peach true red hot pink cool plum irresistible kissed look
186,lipstic,lavish pout extraordinary shine hint brilliant color new lip lustre glossy lip tint silky smooth lightweight finish revolutionary formula glide gloss adjusts gorgeous tint last yep amazing
187,lipstic,intense multidimensional color collides glistening effect gloss world lip like never seen available six nude based shade champagne gold pink gorgeous deep brown laced blue shimmer creamy smooth cosmic metal lip cream cover lip lustrous color dazzling metallic finish feel look like gloss
188,lipstic,drench kiss knockout color stroke epic ink lip dye coat lip downright dramatic stain super saturated lightweight formula dry matte finish stunning lip dye absolute makeup bag must rock alone effortlessly vibrant look give favorite lippies boost wearing similar shade
189,lipstic,strictly vinyl lip gloss music lip available eight plush pigment packed shade beyond glossy lippie one hit wonder hardcore color intense shine always swipe away
190,lipstic,want totally mesmerizing lip chrome get em brand new duo chromatic lip gloss loaded pearl lippies deliver awesome shine hint color intense finish lightweight shade slip onto lip smoothly without feeling sticky swipe alone lipstick unforgettable effect
192,lipstic,wrap lip high impact metallic color liquid suede metallic matte striking new lip inspired best selling liquid suede cream lipstick available statement making shade shockingly creamy lippies deliver instant dimension incredible color payoff word get ready slay
193,lipstic,doll lip plush vibrant color liquid suede cream lipstick glide set striking matte finish available velvety soft shade waterproof lippie creates positively polished look every swipe
